45
10 5
32 184
40 1
41 1
44 9
45 1
46 9
49 1
50 1
51 1
65 2
66 1
68 6
70 1
73 2
83 1
84 2
85 1
91 3
93 3
97 109
98 9
99 43
100 38
101 112
102 30
103 21
104 23
105 76
107 6
108 32
109 35
110 67
111 68
112 27
114 73
115 72
116 98
117 36
118 5
119 4
120 4
121 16
122 5
256 1
